Status,ACCURACY,RUNTIME,recent_samples_size,n_samples,threshold,outlier_detector_kwargs
Completed,0.73,8,2931,3945,0.743,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,8,1172,786,0.715,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,9,4270,2412,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,7,3255,1152,0.559,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,7,679,1005,0.612,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,8,944,1621,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,1,5000,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,4027,2621,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,1459,1843,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,7,1791,1293,0.392,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,3951,1785,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,8,5000,5000,0.445,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,10,5000,2534,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,8,839,2264,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,7,5000,1347,0.492,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,8,1715,5000,0.181,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,1,3436,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,4912,3403,0.285,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,1468,2402,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,8,3949,1454,0.852,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,7,3825,5000,0.32,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,7,5000,4543,0.545,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,2220,5000,0.063,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,8,3485,934,0.568,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,8,849,648,0.731,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,9,3601,2536,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,4302,2083,0.182,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,7,1248,1001,0.523,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,1278,1739,0.134,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,4460,3077,0.106,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,5,1175,1913,0.106,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,8,1143,991,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,3447,3416,0.094,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,1,3823,0.17,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,3620,1664,0.143,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,7,1,4173,0.636,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,5,5000,2849,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,3776,2167,0.092,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,7,929,990,0.526,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,1286,2748,0.175,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,4845,2763,0.215,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.72,6,467,3693,0.331,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,3774,4568,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,1,4457,0.399,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,1381,1600,0.091,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,4100,3352,0.133,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,8,1276,859,0.584,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,8,933,601,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,5000,4406,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,3913,3323,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,4,1,3051,0.118,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,7,5000,3186,0.656,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,1462,3789,0.188,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,7,1306,1243,0.397,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,1,4505,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,4318,2634,0.108,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,7,1268,1743,0.627,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,8,1794,1859,0.13,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,7,1775,2167,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,5,932,2765,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,7,1803,2651,0.078,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,7,1742,1574,0.231,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,7,3259,2138,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,9,1017,699,0.64,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,3026,3032,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,1781,3075,0.147,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,5,957,1735,0.249,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,851,2655,0.282,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,4,1,2709,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,1773,1733,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,7,1784,2937,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,3148,2641,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,2884,3980,0.178,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,5,3257,1936,0.113,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,1021,4404,0.192,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,1759,2329,0.165,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,841,2292,0.122,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,8,4128,2287,0.74,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,1805,1669,0.169,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,7,1720,1432,0.313,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,8,1817,2775,0.216,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,8,1771,2526,0.41,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,905,1989,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,1011,3282,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,5,873,1736,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,7,3104,2059,0.812,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,7,1850,2658,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,7,5000,3832,0.36,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,7,5000,1562,0.059,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,1707,1488,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,7,810,900,0.648,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,3445,4036,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,5000,3218,0.175,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,8,1014,795,0.685,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,5,989,1523,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,23,409,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,976,1155,0.551,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,1,3868,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,5000,3986,0.125,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,7,5000,4339,0.222,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,5000,4740,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,5000,3621,0.147,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,3668,3714,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,8,1424,1080,0.619,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,9,4688,2265,0.321,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,9,5000,4054,0.757,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,3512,1616,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,16,5000,4306,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,1,4840,0.192,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,1199,2051,0.624,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,9,4604,1583,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,5000,3137,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,3665,3071,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,10,4899,1158,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,2146,3191,0.578,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,13,1,3028,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,1878,3939,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,7,1609,1112,0.417,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,15,1318,332,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,12,1051,358,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,1885,3426,0.122,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,8,1560,904,0.507,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,1644,1698,0.07,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,4773,3414,0.479,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,7,916,1930,0.803,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,8,1510,1568,0.842,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,1,3458,0.102,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,1,3452,0.284,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,1,2814,0.547,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,7,1042,4565,0.595,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,5,964,1753,0.078,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,7,1584,1271,0.343,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,24,1096,124,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,11,1430,571,0.73,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,9,1525,712,0.824,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,798,2176,0.745,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,1,3007,0.298,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,1,4187,0.125,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,7,1771,3192,0.414,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,1878,4846,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,8,4547,3374,0.833,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.72,6,2511,4305,0.162,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,12,743,200,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,2017,3513,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,4758,1726,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,869,1402,0.351,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,7,2823,877,0.833,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,7,3030,1035,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,5,548,1312,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,2683,851,0.665,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,3087,1329,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,8,1732,1034,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,7,2671,839,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,10,1769,934,0.834,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,2739,911,0.339,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,7,2898,1051,0.716,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,2953,1057,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,5,764,1248,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,7,2924,905,0.579,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,400,1362,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,9,1625,912,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,3067,3503,0.204,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,10,2672,5000,0.993,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,7,3008,857,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,2438,859,0.455,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,4,2116,897,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,7,3145,1289,0.3,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,5,3094,1568,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,2550,872,0.694,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,7,4118,1377,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,7,3087,1043,0.698,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,9,1891,950,0.72,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,8,1588,918,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,5,749,960,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,7,3152,1426,0.724,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,284,628,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,498,1328,0.29,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,10,1740,791,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,7,4368,1206,0.357,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,968,4877,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,3456,1365,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,596,1147,0.156,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,9,1474,839,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,9,4067,1062,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,2605,804,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,1601,1225,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,893,1154,0.023,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,9,4461,1234,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.72,4,2029,666,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,5,396,1165,0.137,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,3342,1716,0.308,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,7,2585,630,0.081,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,8,3913,1518,0.316,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,655,1350,0.276,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.72,6,2190,3774,0.264,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,7,1578,1034,0.003,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,10,1577,863,0.231,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,9,1737,2525,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,4229,2857,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,4,1,2901,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,1,330,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,5,2385,691,0.184,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,5,3157,1734,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,4243,2045,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,7,3988,1229,0.212,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,8,1842,791,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,6,2542,564,0.523,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,3303,3170,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,9,2568,449,0.892,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,8,4602,1187,0.458,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,6,2521,658,0.407,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,8,2623,353,0.536,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,2966,5000,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,8,1762,1238,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,2713,3247,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,4820,2593,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,652,2623,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,981,2447,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,9,1697,863,0.485,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,7,1545,4277,0.254,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,30,2448,41,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,4410,4522,0.089,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,6,3218,1295,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,7,2571,462,0.467,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,2863,1650,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,7,3486,4326,0.523,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,4,247,1146,0.189,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,1,465,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,7,4556,1321,0.363,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,2585,960,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,7,4539,1552,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,3185,1043,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,4,169,2965,0.069,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,9,1380,812,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,8,3050,4576,0.69,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,7,2494,330,0.448,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,7,2657,588,0.532,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,9,2708,500,0.581,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,10,1596,632,0.425,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.75,7,4604,1157,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,5,839,3599,0.001,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,8,1731,1354,0.999,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.74,6,400,1134,0.376,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
Completed,0.73,6,1,2727,0.229,"{'nu':0.5,'kernel':'rbf','gamma':'auto'}"
